Country,Country Code,Indicator Name,Indicator Code,id,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,2014
Haiti,HTI,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.390786235,11.16008891,13.88160792,13.42082487,15.44102311,10.05289734,10.33057923,11.27438974,9.480758499,
Hungary,HUN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.745815095,2.73105235,2.913515208,3.067689594,3.511490254,2.894006006,2.683684663,2.482239488,2.327650351,
Indonesia,IDN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.459823638,6.061147244,6.389452372,6.391779504,6.559030396,5.798210666,4.578909378,4.253342549,4.865779206,
Isle of Man,IMN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.551344045,3.882071273,3.83448577,3.184099224,2.836190851,2.389200354,2.47693665,2.432624812,2.471357557,
Not classified,INX,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.445043274,4.549966859,4.799671844,5.399083947,4.763576496,4.2366737,3.739423383,3.417755785,3.385113307,
"Iran, Islamic Rep.",IRN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.402602628,2.173778283,3.2808857,2.177674683,2.784625946,3.549368001,3.630426802,3.724427072,,
Iceland,ISL,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16806048,18.63753139,21.30895058,19.31835225,16.28040365,15.90380552,15.61579443,16.66358907,13.14897576,
Israel,ISR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.549628161,6.542228201,6.333836169,5.568000076,6.677457244,6.137423737,5.310195209,5.227579117,5.655328694,
Italy,ITA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.968429451,5.319865952,5.460334787,5.739781125,6.973769427,5.842097337,5.589270464,5.856236728,5.962162554,
Jamaica,JAM,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.859624264,4.437813282,4.006799158,3.147095349,4.074701567,3.641278628,2.721190902,2.117948076,5.06283312,
Jordan,JOR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.506224854,7.225454184,6.522022609,5.92871377,7.303110938,9.51670039,6.00906353,5.471122485,4.975840867,
Japan,JPN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.976706705,5.658586891,5.184502303,4.465541528,5.386745048,4.964178936,4.098103832,4.036902891,3.374686104,
Kazakhstan,KAZ,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.692216044,3.223770685,3.10291441,2.745549929,3.381947136,3.36420828,3.567616797,3.284491226,3.286323813,
Kenya,KEN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.840090559,2.178427364,2.634443329,2.117971142,2.00855533,1.566734258,1.205000739,0.970994972,,
Kyrgyz Republic,KGZ,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.734481411,6.305117738,6.680938798,9.649685332,7.668563201,7.27089188,8.000320208,8.153253172,7.511687447,
Cambodia,KHM,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.995076738,3.153403097,3.636253145,3.011654576,2.988073704,4.156325514,4.16891664,4.218756965,4.170509278,
Kiribati,KIR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.970572216,15.63423738,18.90352908,17.38731107,17.98035813,18.57961798,17.5223218,,
St. Kitts and Nevis,KNA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.926763471,4.365586734,3.465002368,3.43247372,3.004275792,3.570943337,3.870586022,4.318757681,4.240593496,
"Korea, Rep.",KOR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.41044788,5.595498385,5.618273382,4.135774984,4.104872915,4.049456037,3.356831405,3.459907973,3.716135312,
Kosovo,,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.02393268,22.59799206,21.81896086,21.5437727,21.06829777,20.09949614,21.33843179,22.21724675,26.25900663,
Latin America & Caribbean (developing only),LAC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.21377634,4.934814606,4.906778793,4.642373268,5.518811555,5.238225468,5.112167399,5.270024523,5.587441289,
Lao PDR,LAO,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.085848016,1.36658053,1.26300316,3.375073152,5.699213165,9.253095643,9.006472984,7.100077765,11.28475707,
Lebanon,LBN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.15804947,21.30597343,18.25026494,14.822638,16.74079359,16.10761653,13.75987684,14.24148903,14.12179571,
Liberia,LBR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.840260133,2.389645929,2.747079185,2.710362873,2.992666516,7.454131889,3.986459377,7.838982509,8.665794176,
Libya,LBY,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.803224137,5.797376925,4.969127451,5.149504855,6.2183632,7.117159393,,8.144626971,6.109922156,
St. Lucia,LCA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.556301017,5.518717262,5.619582552,5.485929652,7.253528331,6.095819934,5.880737946,5.948959077,6.724140319,
Latin America & Caribbean (all income levels),LCN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.187159824,4.888339324,4.864401428,4.500466518,5.378102191,5.094769234,4.893471846,5.126868581,5.458116936,
Least developed countries: UN classification,LDC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.557988433,5.287242157,4.88039447,3.962291343,3.929832817,3.899899551,3.400345972,3.152474545,3.204713336,
Low income,LIC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.426128834,4.508591056,4.382406379,4.122418539,4.334430201,3.796813678,3.289103126,3.25818189,3.923024721,
Liechtenstein,LIE,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.484041311,5.730895724,5.552683928,4.951567678,6.277544327,5.440742885,4.161077746,5.610113883,8.40617837,
Lower middle income,LMC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.205273789,5.323678231,5.402498743,5.107472887,5.002644468,4.689171473,4.228314647,4.191966725,4.026897783,
Low & middle income,LMY,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.595559262,4.472399058,4.410610407,4.230050479,4.802961891,4.51002974,4.28418257,4.691584483,5.079162604,
Lesotho,LSO,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.35451768,15.14265963,14.66608884,12.81297525,12.26610273,11.50853923,11.39427895,9.459951914,9.561571954,
Lithuania,LTU,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.792469758,4.683593128,4.630300282,4.607785281,5.658320684,3.683766673,2.636313446,3.023033722,2.965709003,
Luxembourg,LUX,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.941612827,6.212861327,5.721949144,5.677576128,6.766219253,6.001406823,5.545759657,5.203050504,5.171870224,
Latvia,LVA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.878806973,6.131102898,5.835686279,6.772021259,8.049684143,6.021132535,5.30357184,4.783707678,4.813992672,
"Macao SAR, China",MAC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.370422088,7.262595776,6.533421544,6.877180452,9.299734153,8.753919399,7.529257151,7.68368734,7.672420694,
St. Martin (French part),MAF,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.862905136,4.665530999,4.520227876,4.408167223,4.904694572,5.078550768,4.922949888,4.456175946,4.221418028,
Monaco,MCO,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.681181862,7.657360467,7.133650166,6.686670802,8.288135547,7.093430959,6.291201511,7.013293379,7.228706961,
Madagascar,MDG,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.879171718,,,,,,,,,
Maldives,MDV,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.82261352,10.12895214,9.292729432,10.15905414,14.32401516,14.88303319,10.10311769,9.622435331,10.44387729,
Middle East & North Africa (all income levels),MEA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.045855839,8.3859811,8.948573568,6.874857368,8.452376781,8.33641365,7.762829617,7.732361724,8.52797288,
Mexico,MEX,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65198586,3.349241853,3.225273582,3.057135535,3.361118787,2.747603113,2.543083573,2.671337286,2.892939054,
Marshall Islands,MHL,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.599968123,4.471485307,4.411327166,4.232903261,4.817089003,4.531200041,4.313380016,4.733244344,5.106191088,
"Macedonia, FYR",MKD,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.043335574,2.916014576,2.826875227,2.786099903,2.922732645,2.580810392,2.292862511,2.347442587,2.519003766,
Mali,MLI,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.253907311,9.117201449,7.664241935,6.068471064,6.792614578,4.459525349,4.44043296,,,
Malta,MLT,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.331150663,5.828875957,3.965360682,4.399048387,5.221100097,4.626295372,4.552611772,4.782778324,5.576447139,
Myanmar,MMR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68697422,1.52279659,1.179398582,1.387227316,1.322289693,1.140640128,1.538245774,2.91594485,1.197095367,
Middle East & North Africa (developing only),MNA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.934073948,5.712091314,5.414765054,4.723070657,5.384699573,5.621465052,4.637269285,4.789306504,4.800066929,
Montenegro,MNE,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.829271111,1.883031889,2.800739599,2.791650473,2.397852952,2.460701263,2.953251794,
Mongolia,MNG,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.99613546,11.27701563,9.169802221,6.610861969,9.201282642,8.245863027,5.321979371,5.251003009,6.016030901,
Northern Mariana Islands,MNP,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.468574355,5.767304338,5.698455071,5.191400384,5.530312213,5.472272483,3.398701813,2.048106071,2.499207424,
Mauritania,MRT,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.436380088,2.596606754,
Mauritius,MUS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.137758394,7.342862705,7.349240242,7.75461485,7.512933878,6.894163433,5.780079987,5.219817879,5.810213021,
Malawi,MWI,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.415470493,6.439751722,5.136682334,4.34850097,4.183014446,3.783342318,3.45471743,3.989114489,,
Malaysia,MYS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32293956,3.456970948,3.949718053,4.323268033,4.969663714,4.39345653,4.685676274,5.033486378,5.166753232,
North America,NAC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.205127205,5.028642908,5.096393265,5.037048876,5.604361064,5.173092167,4.868165277,5.180979501,5.150857611,
Namibia,NAM,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.007483389,3.968749817,3.652524793,2.580035192,2.413001581,2.485368149,3.29306649,2.132755566,1.700995183,
New Caledonia,NCL,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.932927012,4.226142947,3.81684647,3.858118562,5.01823709,4.130919534,3.719639485,3.612437874,,
Niger,NER,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00462435,3.900404687,3.740509313,5.024014233,3.321627064,3.38409334,1.861536196,4.81458991,,
Nigeria,NGA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.535558069,9.846332815,14.28929328,17.14241252,12.60407058,12.3610482,11.05697387,11.98918928,,
Nicaragua,NIC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.67863152,5.215123859,6.417186098,6.373461826,6.836204539,6.307273494,5.684538056,5.051945406,5.576081474,
Netherlands,NLD,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.589347856,4.267820016,4.035904999,4.063529752,4.732939713,3.952159411,3.598965487,3.56115198,3.562225698,
High income: nonOECD,NOC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3655358,6.061281367,6.301423322,5.651751098,6.897454453,6.314568186,6.1297557,6.666434503,7.196166919,
Norway,NOR,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.39989163,11.83470225,11.08054435,11.23636714,12.56766016,12.20373631,12.22040323,12.62928857,13.15620942,
Nepal,NPL,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.151394739,8.896115736,10.99814138,12.46828787,11.19893862,8.968301969,6.514385537,8.207505591,7.941050534,
New Zealand,NZL,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.985101697,7.66118586,7.868337181,6.877669677,7.823974336,7.602617388,7.201851745,7.430667619,7.512642885,
High income: OECD,OEC,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.703627915,6.158235536,6.099641449,5.844199146,6.440761214,5.851434665,5.439939677,5.544372913,5.651425292,
OECD members,OED,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.543359619,5.997145564,5.936082876,5.683768559,6.287483424,5.689706961,5.274819824,5.367143956,5.469472179,
Oman,OMN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.723219689,6.488851219,4.897564892,4.502553341,6.013392737,7.294490106,6.779696283,6.353805405,5.710923954,
Other small states,OSS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.440861422,7.181542733,6.119207447,5.19543253,5.463065915,5.216201214,4.6213441,4.1636826,4.147584279,
Pakistan,PAK,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.988412609,5.780877121,5.542089818,4.513113694,3.123539397,3.423544993,3.947017628,3.787762066,3.298347071,
Panama,PAN,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.625626075,3.390663308,3.127202557,3.153401732,3.065820671,2.874770018,2.387381686,2.317143509,2.753896452,
Peru,PER,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49716874,5.85684827,5.264166876,4.237564709,5.478860315,4.762752434,4.115340684,3.980234552,4.29823627,
Philippines,PHL,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.50730059,6.303674496,6.169859019,6.652836361,7.771720327,9.084806502,8.525680594,8.973128442,10.71049269,
Palau,PLW,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0191409,1.199014767,1.770629782,1.504942926,2.802164503,2.195493874,2.581395302,2.388412073,,
Poland,POL,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.124771759,5.289710842,4.424079466,4.460645414,4.536122788,4.393185252,3.683352755,3.978557887,3.965809949,
Puerto Rico,PRI,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",PRK,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25862871,5.204367938,5.238781405,4.925172213,5.541723862,5.285899796,5.218729865,5.410517756,5.686325101,
Paraguay,PRY,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.228872036,2.749563997,2.874334267,2.315283723,3.233339341,2.535944023,2.439330346,3.039866026,3.286583068,
Pacific island small states,PSS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.972559883,6.270222756,6.321148669,6.118867595,7.746624555,6.989206363,6.981239213,6.911359082,5.229934234,
French Polynesia,PYF,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.57636621,5.659940629,6.292048195,5.549679778,6.898764668,6.866757935,7.141667596,7.120225795,,
Qatar,QAT,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.84089854,19.56722528,19.89540985,
Romania,ROU,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.136224681,3.24983116,2.56604784,2.880166426,3.186009653,2.999145813,2.949681897,2.928556551,2.777157127,
Russian Federation,RUS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.93239206,8.999315462,7.9164796,7.208895928,9.617061348,9.399660053,9.106935957,10.81543622,12.66752233,
Rwanda,RWA,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.53737406,10.41037074,10.12262029,10.25824642,9.595915208,7.268007806,6.624480507,5.350855036,5.79538886,
South Asia,SAS,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.698283853,4.189624163,4.112102836,3.469167818,3.091639585,2.665046929,2.670138177,2.675890119,2.819099557,
Saudi Arabia,SAU,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.35958092,11.43573714,14.43558404,9.058514099,13.1499588,12.67255668,9.193983143,8.357567776,8.111322557,
